DATE,MONTH,TYPE OF INCIDENT/ACTIVITY,TIME,TYPE OF EMR,"LOCATION (specify, nearest landmark or intersection)
(sample format): UN Ave. near Taft Intersection",INVOLVED,RECEIVING HOSPITAL,LATITUDE,LONGTITUDE,LATITUDE,LONGTITUDE,NO. OF OUTDATED ROAD TRAFFIC CONTROL DEVICES,
"May 16, 2023",May 2023,Emergency Medical Response (EMR),12:38:00 am,Vehicular / Road Accident,A. Francisco corner Granate San Andres Bukid Manila,SUV vs Pedestrian,Ospital ng Maynila (OSMA)," 14°34'24.19""N","121° 0'11.67""E",14.573386,121.003242,2,"road markings, no pedestrian lane"
"May 16, 2023",May 2023,Emergency Medical Response (EMR),7:33:00 am,Vehicular / Road Accident,A. Mabini corner Remedios Malate Manila,Motorcycle (Loss of Control),Philippine Orthopedic Center (P.O.C.)," 14°34'10.79""N","120°59'5.62""E",14.569664,120.984894,3,"road, intersection, and pedestrian lane"
"May 16, 2023",May 2023,Emergency Medical Response (EMR),8:19:00 am,Vehicular / Road Accident,Arellano,Motorcycle vs SUV,Manila Medical Center," 14°36'2.17""N","120°59'47.78""E",14.600603,120.996606,2,2 traffic signs
"May 16, 2023",May 2023,Emergency Medical Response (EMR),2:10:00 pm,Vehicular / Road Accident,Old Santa Mesa,Motorcycle vs Bus,Others," 14°35'59.55""N","121° 0'57.59""E",14.599875,121.015997,2,road and bike lane
"May 17, 2023",May 2023,Emergency Medical Response (EMR),3:00:00 pm,Vehicular / Road Accident,San Marcelino cor Remedios St. Sampaloc Manila,Motorcycle vs SUV,Ospital ng Maynila (OSMA)," 14°34'24.82""N","120°59'32.82""E",14.573561,120.99245,1,"road markings, no pedestrian lane"
"May 17, 2023",May 2023,Emergency Medical Response (EMR),7:26:00 pm,Vehicular / Road Accident,Perfecro St. Tondo Manila,Pedestrian vs Bicycle,Jose Reyes Hospital," 14°37'2.82""N","120°58'20.81""E",14.61745,120.972447,0,"street view, no traffic control device"
"May 17, 2023",May 2023,Emergency Medical Response (EMR),11:08:00 pm,Vehicular / Road Accident,"Lawton, Bonifacio ",Motorcycle (Loss of Control),Ospital ng Maynila (OSMA)," 14°35'39.00""N","120°58'45.82""E",14.594167,120.979394,2,road markings and pedestrian lane
"May 18, 2023",May 2023,Emergency Medical Response (EMR),1:42:00 pm,Vehicular / Road Accident,Adriatico St Malate Manila,Motorcycle (Loss of Control),Refused to transport," 14°34'8.21""N","120°59'12.47""E",14.568947,120.986797,3,"road, intersection, and pedestrian lane"
"May 18, 2023",May 2023,Emergency Medical Response (EMR),9:45:00 pm,Vehicular / Road Accident,Morayta Nicanor Reyes,Motorcycle vs Pedestrian,Philippine General Hospital (PGH)," 14°36'13.95""N","120°59'15.22""E",14.603875,120.987561,1,road markings 
"May 19, 2023",May 2023,Emergency Medical Response (EMR),5:00:00 am,Vehicular / Road Accident,Lawton Going to jones Bridge,Motorcycle (Loss of Control),Philippine Orthopedic Center (P.O.C.)," 14°35'44.72""N","120°58'38.83""E",14.595756,120.977453,0,
"May 20, 2023",May 2023,Emergency Medical Response (EMR),2:37:00 am,Vehicular / Road Accident,Old Panaderos Sta Ana Manila,Motorcycle vs Pedestrian,Sta. Ana Hospital," 14°35'5.00""N","121° 0'57.26""E",14.584722,121.015906,0,"street view, no traffic control device"
"May 20, 2023",May 2023,Emergency Medical Response (EMR),4:56:00 pm,Vehicular / Road Accident,Infront of Manila City Hall,Others,Refused to transport," 14°35'23.50""N","120°58'55.25""E",14.589861,120.982014,3,"road markings, pedestrian lane, no parking signs"
"May 21, 2023",May 2023,Emergency Medical Response (EMR),1:24:00 am,Vehicular / Road Accident,Quirino Ave. Corner Osmeña Hiway,Motorcycle vs Motorcycle,Ospital ng Maynila (OSMA)," 14°34'37.54""N","120°59'49.64""E",14.577094,120.997122,2,intersection and road marks
"May 21, 2023",May 2023,Emergency Medical Response (EMR),1:24:00 am,Vehicular / Road Accident,Quirino Ave. Corner Osmeña Hiway,Motorcycle vs Motorcycle,Ospital ng Maynila (OSMA)," 14°34'37.54""N","120°59'49.64""E",14.577094,120.997122,2,intersection and road marks
"May 21, 2023",May 2023,Emergency Medical Response (EMR),2:35:00 am,Vehicular / Road Accident,Laon-Laan,Motorcycle vs Pedestrian,Chinese General Hospital," 14°37'8.77""N","120°59'39.43""E",14.619103,120.994286,3,"intersection, road, no parking"
"May 21, 2023",May 2023,Emergency Medical Response (EMR),5:12:00 am,Vehicular / Road Accident,Capulong Road 10 Tondo Manila,Others,Refused to transport," 14°37'13.30""N","120°57'35.16""E",14.620361,120.959767,3,"intersection, road marking, directional signs"
"May 21, 2023",May 2023,Emergency Medical Response (EMR),9:43:00 pm,Vehicular / Road Accident,Soler St. corner Reina Regente St.,SUV vs Tricycle,Refused to transport," 14°36'16.83""N","120°58'28.03""E",14.604675,120.974453,4,"intersection, road marking, pedestrian, traffic signs"
"May 22, 2023",May 2023,Emergency Medical Response (EMR),6:04:00 am,Vehicular / Road Accident,Quiapo Bridge (Southbound),Motorcycle (Loss of Control),Refused to transport," 14°35'47.20""N","120°59'0.47""E",14.596444,120.983464,1,road markings   
"May 22, 2023",May 2023,Emergency Medical Response (EMR),9:03:00 pm,Vehicular / Road Accident,Sampaloc Manila,Motorcycle (Loss of Control),Chinese General Hospital," 14°36'39.66""N","120°59'46.60""E",14.611017,120.996278,1,road markings   
"May 23, 2023",May 2023,Emergency Medical Response (EMR),5:29:00 am,Vehicular / Road Accident,In front of Metropolitan,Motorcycle (Loss of Control),Ospital ng Maynila (OSMA)," 14°35'37.42""N","120°58'47.84""E",14.593728,120.979956,1,road markings   
"May 23, 2023",May 2023,Emergency Medical Response (EMR),10:39:00 am,Vehicular / Road Accident,Taft Ave. corner Quirino Ave.,Motorcycle (Loss of Control),Refused to transport," 14°34'13.58""N","120°59'29.88""E",14.570439,120.991633,4,"road markings, pedestrian lane, 2 traffic signs"
"May 24, 2023",May 2023,Emergency Medical Response (EMR),3:57:00 am,Vehicular / Road Accident,Quiapo Bridge,Motorcycle (Loss of Control),Chinese General Hospital," 14°35'47.20""N","120°59'0.47""E",14.596444,120.983464,2,"road marking, bike lane"
"May 25, 2023",May 2023,Emergency Medical Response (EMR),3:00:00 am,Vehicular / Road Accident,Mabini St. corner San Andres Malate,Motorcycle (Loss of Control),Ospital ng Maynila (OSMA)," 14°34'7.77""N","120°59'6.90""E",14.568825,120.98525,4,"intersection, pedestrian, road, bike"
"May 26, 2023",May 2023,Emergency Medical Response (EMR),7:20:00 am,Vehicular / Road Accident,Espanya corner Lacson,Motorcycle vs Sedan,UST Hospital," 14°36'34.91""N","120°59'34.45""E",14.609697,120.992903,4,"intersection, road, traffic signs, pedestrian"
"May 26, 2023",May 2023,Emergency Medical Response (EMR),2:40:00 pm,Vehicular / Road Accident,"Fajardo corner Algeciras St., Sampaloc Manila",Motorcycle vs Sedan,Philippine Orthopedic Center (P.O.C.)," 14°36'38.00""N","120°59'53.75""E",14.610556,120.998264,2,intersection and road marks
"May 26, 2023",May 2023,Emergency Medical Response (EMR),5:22:00 pm,Vehicular / Road Accident,"Sobriedad corner Halili, Sampaloc, Manila",Bicycle (Loss of Control),UST Hospital,,, 14.611441°,121.002687°,0,"street view, no traffic control device"
"May 27, 2023",May 2023,Emergency Medical Response (EMR),1:05:00 am,Vehicular / Road Accident,Abad Santos corner Tayuman (in front of Andoks),Motorcycle (Loss of Control),Jose Reyes Hospital,,, 14.616531°,120.977208°,2,"road, intersection"
"May 27, 2023",May 2023,Emergency Medical Response (EMR),1:05:00 am,Vehicular / Road Accident,"Sobriedad corner Halili, Sampaloc",Motorcycle (Loss of Control),Jose Reyes Hospital,,, 14.611441°,121.002687°,0,"street view, no traffic control device"
"May 27, 2023",May 2023,Emergency Medical Response (EMR),3:27:00 am,Vehicular / Road Accident,Padre Burgos,Motorcycle (Loss of Control),Philippine General Hospital (PGH),,, 14.585413°,120.979564°,1,intersection
"May 27, 2023",May 2023,Emergency Medical Response (EMR),7:02:00 am,Vehicular / Road Accident,Taft Avenue,Motorcycle (Loss of Control),Ospital ng Maynila (OSMA),,, 14.566477°,120.993284°,0,
"May 27, 2023",May 2023,Emergency Medical Response (EMR),7:49:00 am,Vehicular / Road Accident,Mcdonald infront of Lasalle University,Motorcycle vs Truck,Ospital ng Maynila (OSMA),,, 14.563587°,120.994646°,1,road markings
"May 27, 2023",May 2023,Emergency Medical Response (EMR),2:16:00 pm,Vehicular / Road Accident,Infront Quirino Base,Motorcycle vs Truck,Refused to transport,,, 14.566735°,120.988751°,1,road markings
"May 28, 2023",May 2023,Emergency Medical Response (EMR),9:06:00 am,Vehicular / Road Accident,Capulong Road 10,Motorcycle (Loss of Control),Gat. Andres Bonifacio Hospital,,, 14.620166°,120.959921°,3,"road, intersection, barricades"
"May 28, 2023",May 2023,Emergency Medical Response (EMR),5:56:00 pm,Vehicular / Road Accident,Tejero St. Infront of BFP Fire Station,Motorcycle vs Pedestrian,Sta. Ana Hospital,,, 14.580312°,121.008119°,0,
"May 28, 2023",May 2023,Emergency Medical Response (EMR),8:34:00 pm,Vehicular / Road Accident,Tayuman Pritil (Infront of Puregold),Others,Tondo Medical Hospital,,, 14.617872°,120.971564°,2,"pedestrian, road markings"
"May 29, 2023",May 2023,Emergency Medical Response (EMR),10:29:00 am,Vehicular / Road Accident,Hermose corner Limay,Motorcycle vs Pedestrian,Refused to transport,,, 14.632318°,120.979367°,2,"pedestrian, road markings"
"May 29, 2023",May 2023,Emergency Medical Response (EMR),5:45:00 pm,Vehicular / Road Accident,"Road 10, Herbosa",Motorcycle vs Motorcycle,Gat. Andres Bonifacio Hospital,,, 14.617737°,120.960092°,1,road markings
"May 30, 2023",May 2023,Emergency Medical Response (EMR),12:13:00 am,Vehicular / Road Accident,Maria Clara,Motorcycle vs SUV,Philippine Orthopedic Center (P.O.C.),,, 14.623087°,120.996467°,0,
"May 30, 2023",May 2023,Emergency Medical Response (EMR),4:04:00 pm,Vehicular / Road Accident,Ayala Boulevard corner P. Casal,Motorcycle vs Sedan,Refused to transport,,, 14.592421°,120.987020°,2,"pedestrian, intersection"
"May 30, 2023",May 2023,Emergency Medical Response (EMR),9:38:00 pm,Vehicular / Road Accident,Road 10 (near Zaragosa Gate Pier),Motorcycle (Loss of Control),Gat. Andres Bonifacio Hospital,,, 14.602466°,120.961553°,2,"road, intersection"
"May 31, 2023",May 2023,Emergency Medical Response (EMR),1:54:00 am,Vehicular / Road Accident,"25th St., corner Bonifacio Drive Port Area.",PUJ vs Ebike,Philippine General Hospital (PGH),,, 14.584738°,120.974404°,3,"intersection, road, pedestrian"
"May 31, 2023",May 2023,Emergency Medical Response (EMR),1:52:00 am,Vehicular / Road Accident,"25th St., corner Bonifacio Drive Port Area",PUJ vs Ebike,Philippine General Hospital (PGH),,, 14.584738°,120.974404°,3,"intersection, road, pedestrian"
"May 31, 2023",May 2023,Emergency Medical Response (EMR),7:02:00 am,Vehicular / Road Accident,Abad Santos Avenue,Motorcycle vs SUV,Metropolitan Hospital,,, 14.618895°,120.977688°,1,road marking
"May 31, 2023",May 2023,Emergency Medical Response (EMR),8:20:00 am,Vehicular / Road Accident,"Otis Paz Mendoza Guanzon, Paco Manila",Motorcycle vs Tricycle,Philippine General Hospital (PGH),,, 14.589518°,120.997321°,2,"road, pedestrian"
"May 31, 2023",May 2023,Emergency Medical Response (EMR),8:20:00 am,Vehicular / Road Accident,"Otis Paz Mendoza Guanzon, Paco Manila",Motorcycle vs Tricycle,Jose Reyes Hospital,,, 14.589518°,120.997321°,2,"road, pedestrian"
"May 31, 2023",May 2023,Emergency Medical Response (EMR),6:08:00 pm,Vehicular / Road Accident,Roxas Boulevard ,Motorcycle vs Motorcycle,Ospital ng Maynila (OSMA),,, 14.577687°,120.978439°,3,"road, bike lane, barricade"
"June 1, 2023",June 2023,Emergency Medical Response (EMR),5:11:00 am,Vehicular / Road Accident,Lacson Avenue corner Alcantara St.,Motorcycle vs Tricycle,Jose Reyes Hospital,,, 14.605534°,120.996688°,0,
"June 3, 2023",June 2023,Emergency Medical Response (EMR),6:24:00 am,Vehicular / Road Accident,Quirino Avenue Wes Zamora North Bound,Others,Ospital ng Maynila (OSMA),,, 14.585754°,121.001295°,2,"road, pedestrian"
"June 3, 2023",June 2023,Emergency Medical Response (EMR),10:27:00 am,Vehicular / Road Accident,Maria Orosa corner Gen Malvar,SUV vs Tricycle,Ospital ng Maynila (OSMA),,, 14.573230°,120.986198°,1,road markings
"June 4, 2023",June 2023,Emergency Medical Response (EMR),1:23:00 am,Vehicular / Road Accident,In front of Ermita Church,Motorcycle vs SUV,Ospital ng Maynila (OSMA),,, 14.578659°,120.979683°,1,road markings
"June 4, 2023",June 2023,Emergency Medical Response (EMR),1:34:00 am,Vehicular / Road Accident,Lacson St. Sampaloc Manila,Motorcycle (Loss of Control),Philippine General Hospital (PGH),,, 14.621202°,120.963717°,0,"street view, no traffic control device"
"June 4, 2023",June 2023,Emergency Medical Response (EMR),9:26:00 am,Vehicular / Road Accident,Estrada In Front of La Salle Malate,Motorcycle vs PUV,Ospital ng Maynila (OSMA),,, 14.565650°,120.997152°,3,"pedestrian, road, intersection"
"June 4, 2023",June 2023,Emergency Medical Response (EMR),8:11:00 pm,Vehicular / Road Accident,Dagupan corner Moriones,Motorcycle vs Motorcycle,Gat. Andres Bonifacio Hospital,,, 14.609204°,120.972094°,3,"pedestrian, road, intersection"
"June 5, 2023",June 2023,Emergency Medical Response (EMR),11:36:00 pm,Vehicular / Road Accident,"SM San Lazaro, Avida Towers",PUV vs Pedestrian,Double two upon arrival,,, 14.618521°,120.986932°,1,no road markings
"June 6, 2023",June 2023,Emergency Medical Response (EMR),7:57:00 am,Vehicular / Road Accident,Anda Circle Intramuros Manila,Motorcycle vs SUV,Refused to transport,,,14.59062,120.971125,2,"road, pedestrian"
"June 6, 2023",June 2023,Emergency Medical Response (EMR),8:20:00 am,Vehicular / Road Accident,Leon Guinto corner San Andres Manila,Motorcycle vs Sedan,Philippine Orthopedic Center (P.O.C.),,,14.5906,120.971125,2,"road, pedestrian"
"June 6, 2023",June 2023,Emergency Medical Response (EMR),5:20:00 pm,Vehicular / Road Accident,Moriones (in front of shell),Others,Ospital ng Maynila (OSMA),,,14.609829,120.966145,0,
"June 6, 2023",June 2023,Emergency Medical Response (EMR),9:14:00 pm,Vehicular / Road Accident,Maceda corner España,Motorcycle vs Pedestrian,Refused to transport,,,14.614474,120.997961,3,"road, pedestrian, intersection "
"June 6, 2023",June 2023,Emergency Medical Response (EMR),9:14:00 pm,Vehicular / Road Accident,Maceda corner España,Motorcycle vs Pedestrian,Refused to transport,,,14.61447,120.997962,3,"road, pedestrian, intersection "
"June 7, 2023",June 2023,Emergency Medical Response (EMR),1:47:00 am,Vehicular / Road Accident,Pedro Gil Service Road,Motorcycle vs Pedestrian,Ospital ng Maynila (OSMA),,,14.57323,120.981282,2,"pedestrian, intersection"
"June 7, 2023",June 2023,Emergency Medical Response (EMR),1:47:00 am,Vehicular / Road Accident,Pedro Gil Service Road,Motorcycle vs Pedestrian,Ospital ng Maynila (OSMA),,,14.573231,120.981283,2,"pedestrian, intersection"
"June 7, 2023",June 2023,Emergency Medical Response (EMR),8:58:00 am,Vehicular / Road Accident,"C2 Capulong, Tondo Manila",Motorcycle vs Pedestrian,Jose Reyes Hospital,,,14.620367,120.965024,0,"street view, no traffic control device"
"June 7, 2023",June 2023,Emergency Medical Response (EMR),7:34:00 pm,Vehicular / Road Accident,Leviriza street corner Qurino avenue Manila,Motorcycle vs Motorcycle,Ospital ng Maynila (OSMA),,,14.567745,120.989566,3,"intersection, pedestrian, road"
"June 8, 2023",June 2023,Emergency Medical Response (EMR),8:59:00 am,Vehicular / Road Accident,Capulong street Mel Lopez Boulevard,Motorcycle vs Motorcycle,Metropolitan Hospital,,,14.620341,120.959738,2,"intersection, road"
"June 8, 2023",June 2023,Emergency Medical Response (EMR),3:09:00 pm,Vehicular / Road Accident,Moriones corner sta. Maria Tondo Manila,Others,Philippine Orthopedic Center (P.O.C.),,,14.610101,120.966509,0,
"June 9, 2023",June 2023,Emergency Medical Response (EMR),2:24:00 am,Vehicular / Road Accident,Osmeña Highway corner San Andres,Motorcycle vs Motorcycle,Ospital ng Maynila (OSMA),,,14.572596,120.999544,0,
"June 9, 2023",June 2023,Emergency Medical Response (EMR),3:19:00 am,Vehicular / Road Accident,Maceda corner España,Motorcycle vs SUV,Philippine Orthopedic Center (P.O.C.),,,14.614445,120.99797,2,"road, pedestrian"
"June 9, 2023",June 2023,Emergency Medical Response (EMR),1:14:00 pm,Vehicular / Road Accident,MacArthur Bridge,Motorcycle (Loss of Control),Metropolitan Hospital,,,14.596088,120.980291,0,
"June 9, 2023",June 2023,Emergency Medical Response (EMR),1:35:00 pm,Vehicular / Road Accident,In Front of Manila City Hall,Motorcycle vs Motorcycle,Philippine Orthopedic Center (P.O.C.),,,14.589597,120.981611,0,inside a school
"June 10, 2023",June 2023,Emergency Medical Response (EMR),5:39:00 pm,Vehicular / Road Accident,Road 10 corner Pacheco Northbound,Motorcycle vs Ebike/Bike,Gat. Andres Bonifacio Hospital,,,14.614492,120.960151,2,"intersection, road"
"June 10, 2023",June 2023,Emergency Medical Response (EMR),11:55:00 pm,Vehicular / Road Accident,España (In front of ust),Motorcycle (Loss of Control),Refused to transport,,,14.60906,120.991932,0,
"June 13, 2023",June 2023,Emergency Medical Response (EMR),12:11:00 am,Vehicular / Road Accident,"Blumentrit corner San Jose St., Sampaloc, Manila",Motorcycle (Loss of Control),UST Hospital,,,14.611879,121.005454,1,no road markings
"June 13, 2023",June 2023,Emergency Medical Response (EMR),4:11:00 am,Vehicular / Road Accident,Taft Avenue corner Ayala (Infront of PNU),Motorcycle vs SUV,Maniila Doctor's Hospital,,,14.586152,120.98266,3,"intersection, pedestrian, road"
"June 13, 2023",June 2023,Emergency Medical Response (EMR),12:57:00 pm,Vehicular / Road Accident,UN Avenue corner M.Ghandi St. Malate Manila,Motorcycle vs Tricycle,Manila Medical Center,,,14.584186,120.989913,1,road markings
"June 13, 2023",June 2023,Emergency Medical Response (EMR),12:57:00 pm,Vehicular / Road Accident,"UN Avenue corner M. Ghandi Malate, MAnila",Motorcycle vs Tricycle,Ospital ng Maynila (OSMA),,,14.584178,120.989917,1,road markings
"June 14, 2023",June 2023,Emergency Medical Response (EMR),3:37:00 am,Vehicular / Road Accident,Tayuman corner Dagupan PNR Rail Road,Motorcycle (Loss of Control),Gat. Andres Bonifacio Hospital,,,14.61732,120.9739,2,"no intersection, road markings"
"June 14, 2023",June 2023,Emergency Medical Response (EMR),3:37:00 am,Vehicular / Road Accident,Tayuman corner Dagupan,Motorcycle (Loss of Control),Gat. Andres Bonifacio Hospital,,,14.61733,120.973897,2,"no intersection, road markings, pedestrian lane"
"June 14, 2023",June 2023,Emergency Medical Response (EMR),8:40:00 pm,Vehicular / Road Accident,MH Del Pilar infront of Diamond Hotel,SUV vs Tricycle,Refused to transport,,,14.572494,120.982622,1,road markings
"June 14, 2023",June 2023,Emergency Medical Response (EMR),8:40:00 pm,Vehicular / Road Accident,Quintos street corner MH Del Pilar (In front of Diamond Hotel),SUV vs Tricycle,Ospital ng Maynila (OSMA),,,14.572494,120.982619,1,road markings
"June 15, 2023",June 2023,Emergency Medical Response (EMR),9:09:00 am,Vehicular / Road Accident,"Apacible Street, Paco, Manila (Infront of Justo Lucban Elementary School)",Others,Ospital ng Maynila (OSMA),,,14.581122,120.993254,0,
